Currency,date,value,fmt_date,value_numeric
New Zealand dollar (1),"January 19,2023",0.642450,2023-01-19,0.64245
New Zealand dollar (1),"January 20,2023",0.640050,2023-01-20,0.64005
New Zealand dollar (1),"January 23,2023",0.649000,2023-01-23,0.649
New Zealand dollar (1),"January 24,2023",0.649000,2023-01-24,0.649
New Zealand dollar (1),"January 25,2023",0.647750,2023-01-25,0.64775
New Zealand dollar (1),"January 26,2023",0.648000,2023-01-26,0.648
New Zealand dollar (1),"January 27,2023",0.650550,2023-01-27,0.65055
New Zealand dollar (1),"January 30,2023",0.650000,2023-01-30,0.65
New Zealand dollar (1),"January 31,2023",0.646800,2023-01-31,0.6468
Norwegian krone,"January 03,2023",9.983900,2023-01-03,9.9839
Norwegian krone,"January 04,2023",10.131100,2023-01-04,10.1311
Norwegian krone,"January 05,2023",10.116800,2023-01-05,10.1168
Norwegian krone,"January 06,2023",10.292400,2023-01-06,10.2924
Norwegian krone,"January 09,2023",9.920300,2023-01-09,9.9203
Norwegian krone,"January 10,2023",9.958500,2023-01-10,9.9585
Norwegian krone,"January 11,2023",9.991600,2023-01-11,9.9916
Norwegian krone,"January 12,2023",9.954300,2023-01-12,9.9543
Norwegian krone,"January 13,2023",9.889500,2023-01-13,9.8895
Norwegian krone,"January 17,2023",9.910800,2023-01-17,9.9108
Norwegian krone,"January 18,2023",9.830500,2023-01-18,9.8305
Norwegian krone,"January 19,2023",9.936200,2023-01-19,9.9362
Norwegian krone,"January 20,2023",9.896100,2023-01-20,9.8961
Norwegian krone,"January 23,2023",9.827500,2023-01-23,9.8275
Norwegian krone,"January 24,2023",9.872300,2023-01-24,9.8723
Norwegian krone,"January 25,2023",9.918700,2023-01-25,9.9187
Norwegian krone,"January 26,2023",9.877900,2023-01-26,9.8779
Norwegian krone,"January 27,2023",9.903400,2023-01-27,9.9034
Norwegian krone,"January 30,2023",9.898700,2023-01-30,9.8987
Norwegian krone,"January 31,2023",10.069500,2023-01-31,10.0695
Omani rial,"January 03,2023",0.384500,2023-01-03,0.3845
Omani rial,"January 04,2023",0.384500,2023-01-04,0.3845
Omani rial,"January 05,2023",0.384500,2023-01-05,0.3845
Omani rial,"January 06,2023",NA,2023-01-06,NA
Omani rial,"January 09,2023",0.384500,2023-01-09,0.3845
Omani rial,"January 10,2023",0.384500,2023-01-10,0.3845
Omani rial,"January 11,2023",0.384500,2023-01-11,0.3845
Omani rial,"January 12,2023",NA,2023-01-12,NA
Omani rial,"January 13,2023",NA,2023-01-13,NA
Omani rial,"January 17,2023",0.384500,2023-01-17,0.3845
Omani rial,"January 18,2023",0.384500,2023-01-18,0.3845
Omani rial,"January 19,2023",0.384500,2023-01-19,0.3845
Omani rial,"January 20,2023",NA,2023-01-20,NA
Omani rial,"January 23,2023",0.384500,2023-01-23,0.3845
Omani rial,"January 24,2023",0.384500,2023-01-24,0.3845
Omani rial,"January 25,2023",0.384500,2023-01-25,0.3845
Omani rial,"January 26,2023",0.384500,2023-01-26,0.3845
Omani rial,"January 27,2023",NA,2023-01-27,NA
Omani rial,"January 30,2023",0.384500,2023-01-30,0.3845
Omani rial,"January 31,2023",0.384500,2023-01-31,0.3845
Peruvian sol,"January 03,2023",3.812000,2023-01-03,3.812
Peruvian sol,"January 04,2023",3.822000,2023-01-04,3.822
Peruvian sol,"January 05,2023",3.824000,2023-01-05,3.824
Peruvian sol,"January 06,2023",3.800000,2023-01-06,3.8
Peruvian sol,"January 09,2023",3.792000,2023-01-09,3.792
Peruvian sol,"January 10,2023",3.802000,2023-01-10,3.802
Peruvian sol,"January 11,2023",3.782000,2023-01-11,3.782
Peruvian sol,"January 12,2023",3.779000,2023-01-12,3.779
Peruvian sol,"January 13,2023",3.802000,2023-01-13,3.802
Peruvian sol,"January 17,2023",3.837000,2023-01-17,3.837
Peruvian sol,"January 18,2023",3.829000,2023-01-18,3.829
Peruvian sol,"January 19,2023",3.857000,2023-01-19,3.857
Peruvian sol,"January 20,2023",3.852000,2023-01-20,3.852
Peruvian sol,"January 23,2023",3.866000,2023-01-23,3.866
Peruvian sol,"January 24,2023",3.880000,2023-01-24,3.88
Peruvian sol,"January 25,2023",3.892000,2023-01-25,3.892
Peruvian sol,"January 26,2023",3.861000,2023-01-26,3.861
Peruvian sol,"January 27,2023",3.824000,2023-01-27,3.824
Peruvian sol,"January 30,2023",3.853000,2023-01-30,3.853
Peruvian sol,"January 31,2023",3.844000,2023-01-31,3.844
Philippine peso,"January 03,2023",55.815000,2023-01-03,55.815
Philippine peso,"January 04,2023",55.746000,2023-01-04,55.746
Philippine peso,"January 05,2023",56.014000,2023-01-05,56.014
Philippine peso,"January 06,2023",55.898000,2023-01-06,55.898
Philippine peso,"January 09,2023",55.681000,2023-01-09,55.681
Philippine peso,"January 10,2023",55.164000,2023-01-10,55.164
Philippine peso,"January 11,2023",54.858000,2023-01-11,54.858
Philippine peso,"January 12,2023",54.928000,2023-01-12,54.928
Philippine peso,"January 13,2023",55.176000,2023-01-13,55.176
Philippine peso,"January 17,2023",54.651000,2023-01-17,54.651
Philippine peso,"January 18,2023",54.790000,2023-01-18,54.79
Philippine peso,"January 19,2023",54.830000,2023-01-19,54.83
Philippine peso,"January 20,2023",54.688000,2023-01-20,54.688
Philippine peso,"January 23,2023",54.639000,2023-01-23,54.639
Philippine peso,"January 24,2023",54.388000,2023-01-24,54.388
Philippine peso,"January 25,2023",54.521000,2023-01-25,54.521
Philippine peso,"January 26,2023",54.625000,2023-01-26,54.625
Philippine peso,"January 27,2023",54.482000,2023-01-27,54.482
Philippine peso,"January 30,2023",54.368000,2023-01-30,54.368
Philippine peso,"January 31,2023",54.545000,2023-01-31,54.545
Polish zloty,"January 03,2023",4.437300,2023-01-03,4.4373
Polish zloty,"January 04,2023",4.399800,2023-01-04,4.3998
Polish zloty,"January 05,2023",4.397000,2023-01-05,4.397
Polish zloty,"January 06,2023",NA,2023-01-06,NA
Polish zloty,"January 09,2023",4.401000,2023-01-09,4.401
Polish zloty,"January 10,2023",4.372000,2023-01-10,4.372
Polish zloty,"January 11,2023",4.363900,2023-01-11,4.3639
Polish zloty,"January 12,2023",4.355600,2023-01-12,4.3556
Polish zloty,"January 13,2023",4.327200,2023-01-13,4.3272
Polish zloty,"January 17,2023",4.339800,2023-01-17,4.3398
Polish zloty,"January 18,2023",4.332200,2023-01-18,4.3322
Polish zloty,"January 19,2023",4.346900,2023-01-19,4.3469
Polish zloty,"January 20,2023",4.352000,2023-01-20,4.352
Polish zloty,"January 23,2023",4.324200,2023-01-23,4.3242
Polish zloty,"January 24,2023",4.334100,2023-01-24,4.3341
Polish zloty,"January 25,2023",4.326500,2023-01-25,4.3265
Polish zloty,"January 26,2023",4.335400,2023-01-26,4.3354
Polish zloty,"January 27,2023",4.325200,2023-01-27,4.3252
Polish zloty,"January 30,2023",4.325800,2023-01-30,4.3258
Polish zloty,"January 31,2023",4.348000,2023-01-31,4.348
Qatari riyal,"January 03,2023",3.640000,2023-01-03,3.64
Qatari riyal,"January 04,2023",3.640000,2023-01-04,3.64
Qatari riyal,"January 05,2023",3.640000,2023-01-05,3.64
Qatari riyal,"January 06,2023",NA,2023-01-06,NA
Qatari riyal,"January 09,2023",3.640000,2023-01-09,3.64
Qatari riyal,"January 10,2023",3.640000,2023-01-10,3.64
Qatari riyal,"January 11,2023",3.640000,2023-01-11,3.64
Qatari riyal,"January 12,2023",3.640000,2023-01-12,3.64
Qatari riyal,"January 13,2023",NA,2023-01-13,NA
Qatari riyal,"January 17,2023",3.640000,2023-01-17,3.64
Qatari riyal,"January 18,2023",3.640000,2023-01-18,3.64
Qatari riyal,"January 19,2023",3.640000,2023-01-19,3.64
Qatari riyal,"January 20,2023",NA,2023-01-20,NA
Qatari riyal,"January 23,2023",3.640000,2023-01-23,3.64
Qatari riyal,"January 24,2023",3.640000,2023-01-24,3.64
Qatari riyal,"January 25,2023",3.640000,2023-01-25,3.64
Qatari riyal,"January 26,2023",3.640000,2023-01-26,3.64
Qatari riyal,"January 27,2023",NA,2023-01-27,NA
Qatari riyal,"January 30,2023",3.640000,2023-01-30,3.64
Qatari riyal,"January 31,2023",3.640000,2023-01-31,3.64
Russian ruble,"January 03,2023",NA,2023-01-03,NA
Russian ruble,"January 04,2023",NA,2023-01-04,NA
Russian ruble,"January 05,2023",NA,2023-01-05,NA
Russian ruble,"January 06,2023",NA,2023-01-06,NA
Russian ruble,"January 09,2023",70.300200,2023-01-09,70.3002
Russian ruble,"January 10,2023",69.609400,2023-01-10,69.6094
Russian ruble,"January 11,2023",69.020200,2023-01-11,69.0202
Russian ruble,"January 12,2023",67.777500,2023-01-12,67.7775
Russian ruble,"January 13,2023",67.574400,2023-01-13,67.5744
Russian ruble,"January 17,2023",68.664400,2023-01-17,68.6644
Russian ruble,"January 18,2023",68.872800,2023-01-18,68.8728
Russian ruble,"January 19,2023",68.846700,2023-01-19,68.8467
Russian ruble,"January 20,2023",68.665600,2023-01-20,68.6656
Russian ruble,"January 23,2023",68.628800,2023-01-23,68.6288
Russian ruble,"January 24,2023",68.752900,2023-01-24,68.7529
Russian ruble,"January 25,2023",68.957300,2023-01-25,68.9573
Russian ruble,"January 26,2023",69.126300,2023-01-26,69.1263
Russian ruble,"January 27,2023",69.337200,2023-01-27,69.3372
Russian ruble,"January 30,2023",69.592700,2023-01-30,69.5927
Russian ruble,"January 31,2023",70.517400,2023-01-31,70.5174
Saudi Arabian riyal,"January 03,2023",3.750000,2023-01-03,3.75
Saudi Arabian riyal,"January 04,2023",3.750000,2023-01-04,3.75
Saudi Arabian riyal,"January 05,2023",3.750000,2023-01-05,3.75
Saudi Arabian riyal,"January 06,2023",NA,2023-01-06,NA
Saudi Arabian riyal,"January 09,2023",3.750000,2023-01-09,3.75
Saudi Arabian riyal,"January 10,2023",3.750000,2023-01-10,3.75
Saudi Arabian riyal,"January 11,2023",3.750000,2023-01-11,3.75
Saudi Arabian riyal,"January 12,2023",3.750000,2023-01-12,3.75
Saudi Arabian riyal,"January 13,2023",NA,2023-01-13,NA
Saudi Arabian riyal,"January 17,2023",3.750000,2023-01-17,3.75
Saudi Arabian riyal,"January 18,2023",3.750000,2023-01-18,3.75
Saudi Arabian riyal,"January 19,2023",3.750000,2023-01-19,3.75
Saudi Arabian riyal,"January 20,2023",NA,2023-01-20,NA
Saudi Arabian riyal,"January 23,2023",3.750000,2023-01-23,3.75
Saudi Arabian riyal,"January 24,2023",3.750000,2023-01-24,3.75
Saudi Arabian riyal,"January 25,2023",3.750000,2023-01-25,3.75
Saudi Arabian riyal,"January 26,2023",3.750000,2023-01-26,3.75
Saudi Arabian riyal,"January 27,2023",NA,2023-01-27,NA
Saudi Arabian riyal,"January 30,2023",3.750000,2023-01-30,3.75
Saudi Arabian riyal,"January 31,2023",3.750000,2023-01-31,3.75
Singapore dollar,"January 03,2023",1.337300,2023-01-03,1.3373
Singapore dollar,"January 04,2023",1.341700,2023-01-04,1.3417
Singapore dollar,"January 05,2023",1.342300,2023-01-05,1.3423
Singapore dollar,"January 06,2023",1.343500,2023-01-06,1.3435
Singapore dollar,"January 09,2023",1.331000,2023-01-09,1.331
Singapore dollar,"January 10,2023",1.331200,2023-01-10,1.3312
Singapore dollar,"January 11,2023",1.331500,2023-01-11,1.3315
Singapore dollar,"January 12,2023",1.330400,2023-01-12,1.3304
Singapore dollar,"January 13,2023",1.323000,2023-01-13,1.323
Singapore dollar,"January 17,2023",1.322000,2023-01-17,1.322
Singapore dollar,"January 18,2023",1.324300,2023-01-18,1.3243
Singapore dollar,"January 19,2023",1.322100,2023-01-19,1.3221
Singapore dollar,"January 20,2023",1.322800,2023-01-20,1.3228
Singapore dollar,"January 23,2023",NA,2023-01-23,NA
Singapore dollar,"January 24,2023",NA,2023-01-24,NA
Singapore dollar,"January 25,2023",1.317900,2023-01-25,1.3179
Singapore dollar,"January 26,2023",1.312000,2023-01-26,1.312
Singapore dollar,"January 27,2023",1.313700,2023-01-27,1.3137
Singapore dollar,"January 30,2023",1.313800,2023-01-30,1.3138
Singapore dollar,"January 31,2023",1.314200,2023-01-31,1.3142
South African rand,"January 03,2023",17.070700,2023-01-03,17.0707
South African rand,"January 04,2023",16.821500,2023-01-04,16.8215
South African rand,"January 05,2023",16.979100,2023-01-05,16.9791
South African rand,"January 06,2023",17.193900,2023-01-06,17.1939
South African rand,"January 09,2023",17.016600,2023-01-09,17.0166
South African rand,"January 10,2023",16.965700,2023-01-10,16.9657
South African rand,"January 11,2023",17.036500,2023-01-11,17.0365
South African rand,"January 12,2023",16.893000,2023-01-12,16.893
South African rand,"January 13,2023",16.726500,2023-01-13,16.7265
South African rand,"January 17,2023",17.109900,2023-01-17,17.1099
South African rand,"January 18,2023",16.961400,2023-01-18,16.9614
South African rand,"January 19,2023",17.147700,2023-01-19,17.1477
South African rand,"January 20,2023",17.246800,2023-01-20,17.2468
South African rand,"January 23,2023",17.194600,2023-01-23,17.1946
South African rand,"January 24,2023",17.255400,2023-01-24,17.2554
South African rand,"January 25,2023",17.239200,2023-01-25,17.2392
South African rand,"January 26,2023",17.071700,2023-01-26,17.0717
South African rand,"January 27,2023",17.257700,2023-01-27,17.2577
South African rand,"January 30,2023",17.239400,2023-01-30,17.2394
South African rand,"January 31,2023",17.425800,2023-01-31,17.4258
Swedish krona,"January 03,2023",10.539100,2023-01-03,10.5391
Swedish krona,"January 04,2023",10.490100,2023-01-04,10.4901
Swedish krona,"January 05,2023",10.509000,2023-01-05,10.509
Swedish krona,"January 06,2023",NA,2023-01-06,NA
Swedish krona,"January 09,2023",10.476400,2023-01-09,10.4764
Swedish krona,"January 10,2023",10.374600,2023-01-10,10.3746
Swedish krona,"January 11,2023",10.453600,2023-01-11,10.4536
Swedish krona,"January 12,2023",10.497800,2023-01-12,10.4978
Swedish krona,"January 13,2023",10.389000,2023-01-13,10.389
Swedish krona,"January 17,2023",10.428100,2023-01-17,10.4281
Swedish krona,"January 18,2023",10.323600,2023-01-18,10.3236
Swedish krona,"January 19,2023",10.308000,2023-01-19,10.308
Swedish krona,"January 20,2023",10.301700,2023-01-20,10.3017
Swedish krona,"January 23,2023",10.230800,2023-01-23,10.2308
Swedish krona,"January 24,2023",10.204300,2023-01-24,10.2043
Swedish krona,"January 25,2023",10.214600,2023-01-25,10.2146
Swedish krona,"January 26,2023",10.200000,2023-01-26,10.2
Swedish krona,"January 27,2023",10.298800,2023-01-27,10.2988
Swedish krona,"January 30,2023",10.313400,2023-01-30,10.3134
Swedish krona,"January 31,2023",10.415300,2023-01-31,10.4153
Swiss franc,"January 03,2023",0.939650,2023-01-03,0.93965
Swiss franc,"January 04,2023",0.927650,2023-01-04,0.92765
Swiss franc,"January 05,2023",0.926900,2023-01-05,0.9269
Swiss franc,"January 06,2023",0.939750,2023-01-06,0.93975
Swiss franc,"January 09,2023",0.923950,2023-01-09,0.92395
Swiss franc,"January 10,2023",0.921950,2023-01-10,0.92195
Swiss franc,"January 11,2023",0.925500,2023-01-11,0.9255
Swiss franc,"January 12,2023",0.932250,2023-01-12,0.93225
Swiss franc,"January 13,2023",0.930000,2023-01-13,0.93
Swiss franc,"January 17,2023",0.921100,2023-01-17,0.9211
Swiss franc,"January 18,2023",0.913050,2023-01-18,0.91305
Swiss franc,"January 19,2023",0.916350,2023-01-19,0.91635
Swiss franc,"January 20,2023",0.920250,2023-01-20,0.92025
Swiss franc,"January 23,2023",0.921200,2023-01-23,0.9212
Swiss franc,"January 24,2023",0.922600,2023-01-24,0.9226
Swiss franc,"January 25,2023",0.922150,2023-01-25,0.92215
Swiss franc,"January 26,2023",0.917450,2023-01-26,0.91745
Swiss franc,"January 27,2023",0.922450,2023-01-27,0.92245
Swiss franc,"January 30,2023",0.920650,2023-01-30,0.92065
Swiss franc,"January 31,2023",0.926800,2023-01-31,0.9268
Thai baht,"January 03,2023",34.381000,2023-01-03,34.381
Thai baht,"January 04,2023",34.227000,2023-01-04,34.227
Thai baht,"January 05,2023",33.882000,2023-01-05,33.882
Thai baht,"January 06,2023",33.993000,2023-01-06,33.993
Thai baht,"January 09,2023",33.505000,2023-01-09,33.505
Thai baht,"January 10,2023",33.472000,2023-01-10,33.472
Thai baht,"January 11,2023",33.491000,2023-01-11,33.491
Thai baht,"January 12,2023",33.379000,2023-01-12,33.379
Thai baht,"January 13,2023",33.143000,2023-01-13,33.143
Thai baht,"January 17,2023",33.093000,2023-01-17,33.093
Thai baht,"January 18,2023",33.070000,2023-01-18,33.07
Thai baht,"January 19,2023",33.078000,2023-01-19,33.078
Thai baht,"January 20,2023",32.831000,2023-01-20,32.831
Thai baht,"January 23,2023",32.685000,2023-01-23,32.685
Thai baht,"January 24,2023",32.768000,2023-01-24,32.768
Thai baht,"January 25,2023",32.808000,2023-01-25,32.808
Thai baht,"January 26,2023",32.686000,2023-01-26,32.686
Thai baht,"January 27,2023",32.877000,2023-01-27,32.877
Thai baht,"January 30,2023",32.739000,2023-01-30,32.739
Thai baht,"January 31,2023",32.774000,2023-01-31,32.774
Trinidadian dollar,"January 03,2023",6.745100,2023-01-03,6.7451
Trinidadian dollar,"January 04,2023",6.736600,2023-01-04,6.7366
Trinidadian dollar,"January 05,2023",6.748500,2023-01-05,6.7485
Trinidadian dollar,"January 06,2023",6.756900,2023-01-06,6.7569
Trinidadian dollar,"January 09,2023",6.760900,2023-01-09,6.7609
Trinidadian dollar,"January 10,2023",6.756800,2023-01-10,6.7568
Trinidadian dollar,"January 11,2023",6.754300,2023-01-11,6.7543
Trinidadian dollar,"January 12,2023",6.756600,2023-01-12,6.7566
Trinidadian dollar,"January 13,2023",NA,2023-01-13,NA
Trinidadian dollar,"January 17,2023",6.747000,2023-01-17,6.747
Trinidadian dollar,"January 18,2023",6.761200,2023-01-18,6.7612
Trinidadian dollar,"January 19,2023",6.754100,2023-01-19,6.7541
Trinidadian dollar,"January 20,2023",6.751700,2023-01-20,6.7517
Trinidadian dollar,"January 23,2023",6.767700,2023-01-23,6.7677
Trinidadian dollar,"January 24,2023",6.775600,2023-01-24,6.7756
Trinidadian dollar,"January 25,2023",6.775900,2023-01-25,6.7759
Trinidadian dollar,"January 26,2023",6.760100,2023-01-26,6.7601
Trinidadian dollar,"January 27,2023",6.760000,2023-01-27,6.76
Trinidadian dollar,"January 30,2023",6.764800,2023-01-30,6.7648
Trinidadian dollar,"January 31,2023",6.747000,2023-01-31,6.747
U.A.E. dirham,"January 03,2023",3.672500,2023-01-03,3.6725
U.A.E. dirham,"January 04,2023",3.672500,2023-01-04,3.6725
U.A.E. dirham,"January 05,2023",3.672500,2023-01-05,3.6725
U.A.E. dirham,"January 06,2023",NA,2023-01-06,NA
U.A.E. dirham,"January 09,2023",3.672500,2023-01-09,3.6725
U.A.E. dirham,"January 10,2023",3.672500,2023-01-10,3.6725
U.A.E. dirham,"January 11,2023",3.672500,2023-01-11,3.6725
U.A.E. dirham,"January 12,2023",3.672500,2023-01-12,3.6725
U.A.E. dirham,"January 13,2023",NA,2023-01-13,NA
U.A.E. dirham,"January 17,2023",3.672500,2023-01-17,3.6725
U.A.E. dirham,"January 18,2023",3.672500,2023-01-18,3.6725
U.A.E. dirham,"January 19,2023",3.672500,2023-01-19,3.6725
U.A.E. dirham,"January 20,2023",NA,2023-01-20,NA
U.A.E. dirham,"January 23,2023",3.672500,2023-01-23,3.6725
U.A.E. dirham,"January 24,2023",3.672500,2023-01-24,3.6725
U.A.E. dirham,"January 25,2023",3.672500,2023-01-25,3.6725
U.A.E. dirham,"January 26,2023",3.672500,2023-01-26,3.6725
U.A.E. dirham,"January 27,2023",NA,2023-01-27,NA
U.A.E. dirham,"January 30,2023",3.672500,2023-01-30,3.6725
U.A.E. dirham,"January 31,2023",3.672500,2023-01-31,3.6725
Uruguayan peso,"January 03,2023",39.732000,2023-01-03,39.732
Uruguayan peso,"January 04,2023",39.862000,2023-01-04,39.862
Uruguayan peso,"January 05,2023",39.864000,2023-01-05,39.864
Uruguayan peso,"January 06,2023",NA,2023-01-06,NA
Uruguayan peso,"January 09,2023",39.823000,2023-01-09,39.823
Uruguayan peso,"January 10,2023",39.790000,2023-01-10,39.79
Uruguayan peso,"January 11,2023",39.790000,2023-01-11,39.79
Uruguayan peso,"January 12,2023",39.643000,2023-01-12,39.643
Uruguayan peso,"January 13,2023",39.695000,2023-01-13,39.695
Uruguayan peso,"January 17,2023",39.584000,2023-01-17,39.584
Uruguayan peso,"January 18,2023",39.241000,2023-01-18,39.241
Uruguayan peso,"January 19,2023",39.151000,2023-01-19,39.151
Uruguayan peso,"January 20,2023",39.048000,2023-01-20,39.048
Uruguayan peso,"January 23,2023",39.163000,2023-01-23,39.163
Uruguayan peso,"January 24,2023",39.138000,2023-01-24,39.138
